captions,id
"<start> TV show ""Today in 2016"" shows Bernie Sanders playfully jousting. <end>",3938
<start> Bernie Sanders spars in front of microphone in building <end>,3938
"<start> A politician, Bernie Sanders , is talking in a room. <end>",3938
<start> Bernie Sanders during the 2018 presidential campaign. <end>,3938
<start> Politician Bernie Sanders dressed in suit be interviewed at an indoor event inside. <end>,3938
<start> Man with Apple lap top asks question. <end>,3939
<start> Boy wearing Cardinals jersey holds laptop and tilts in down and back up <end>,3939
"<start> A football player is videotaping himself with his Apple computer, in a room. <end>",3939
<start> A football player is talking about touchdowns. <end>,3939
<start> White football player dressed in uniform reviewing game action on Ipad device while sitting in room <end>,3939
<start> Same man in three settings holds spinning ball on finger. <end>,3940
"<start> Man twirls ball on finger lying in bed, then sitting at table, and then in bathroom <end>",3940
"<start> A young lad is turning a ball on his fingers, in a room. <end>",3940
<start> Young man is twirling ball to keep it going round and round.s <end>,3940
"<start> White male holding spinning object while in bed, at a desk, and in a bathroom <end>",3940
"<start> On stage, girl wearing red skirt and black top, waves flag then leaves stage, receiving folded flag from another girl similarly dressed, <end>",3941
<start> Asian girl wearing red skirt and black/silver metallic jacket on stage waving flag saying (in part) Baby <end>,3941
"<start> A young woman performer, dressed with a red skirt and black top, sings on the stage, at a performance. <end>",3941
<start> Girls playing in game for video. <end>,3941
<start> Asian females dressed in black and red outfits performing a flag routine on stage at indoor venue with cheering and loud music. <end>,3941
<start> Touchdown pass in the end zone in Atlanta Falcon game. <end>,3942
"<start> Pro football game between Titans and Falcons, the offense throws pass for touchdown in end zone <end>",3942
"<start> Two teams of football player start to play, one has white uniforms, one white shirt and red pants, in a game , in the field. <end>",3942
"<start> Player catching a thrown pass in the end zone, <end>",3942
<start> Replay of a action between two teams during professional football game at an indoor stadium showing a player throwing a ball to a player who catches it with a referee watching. <end>,3942
"<start> Male singer on stage in Japan walks toward cheering female fans, <end>",3943
"<start> On stage, young Asian man with microphone walks forwards toward cheering girls <end>",3943
"<start> A young performer , sings in front of two young women, during a performance. <end>",3943
<start> Singer playing at a concert. <end>,3943
<start> Asian male singing group performing on stage at indoor venue with cheering female fans <end>,3943
"<start> In soccer arena, player holding a ball walks off talking to other players and waves to crowd <end>",3944
"<start> A soccer ball player, white uniform, is walking with the ball in his hands, during a game, in the field. <end>",3944
<start> Players leaving the game after it is over. <end>,3944
"<start> A soccer player wearing a white jacket holds a soccer ball and meets with other players, and waves to the crowd outdoors in a field at night. <end>",3944
<start> Soccer players from two teams congratulating each other on the outdoor soccer field at night with one player in white jacket carrying the game. <end>,3944
<start> At the 73rd Golden Globe Award ceremony blond woman walks around tables where others are seated. <end>,3945
"<start> At Golden Globes awards, blonde woman in black dress walks through the tables <end>",3945
"<start> A singer, Lady Gaga, walks, wearing a black dress in a celebration theater. <end>",3945
<start> A female entering the audience at a awards dinner. <end>,3945
<start> White female entertainer wearing a black dress walking between tables of celebrities at an award show at an indoor venue during the evening. <end>,3945
<start> Night time at golf practice range where one man hits ball to another in front of him who then hits ball farther. <end>,3946
"<start> At golf park, man behind putts ball forward for other person to hit with golf swing <end>",3946
"<start> A young man is practicing baseball, outdoors. <end>",3946
<start> A golfer hitting balls at a range i night time.s <end>,3946
<start> Two white males at an outdoor golf driving range at night trying a double hit trick shot. <end>,3946
<start> To sound of music group o jean and boot clad females dance but stand aside as older woman wearing cape and carrying large pocket book walks through. <end>,3947
<start> Several girls wearing tall black boots are dancing together when a woman with neon green scarf walks through <end>,3947
"<start> A group of young teenagers , wearing all the same brown boots, are dancing in two rows, in a room. <end>",3947
<start> Girls dancing in a line and then being interrupted by someone walking through. <end>,3947
<start> Six white females all wearing knee high boots on stage at out door venue during the daytime dancing to music when interrupted by a woman wearing a black shaw and green scarf. <end>,3947
"<start> Outdoors wide roadway, white man rides motorized bike up and over ramp and then bike falls and he falls off . <end>",3948
"<start> In a park, a person rides motor scooter up a blue ramp, the scooter hits on its front tire and person falls forward <end>",3948
"<start> A young man is driving a motorcycle over a hurdle outdoors., in the day. <end>",3948
<start> A man rides a motorcycle over a ramp and then falls off. <end>,3948
<start> Male motorcyclist on a blacktop surface surrounded by trees during daylight hours attempts risky stunt and crashes. <end>,3948
"<start> Indoor setting, group of young Asian men sit while one stands, gestures and talks before sitting down on very end of bench where others sit. <end>",3949
"<start> Four Asian lads wearing leather pants, three seated, one on end pulls the standing one to sit on his knee <end>",3949
"<start> A teenager boy, wearing cool blue shirt and leather like pants is talking to three sitting, teenagers boys, in a room. <end>",3949
<start> Group of boys meeting and one sits down on knee of another. <end>,3949
<start> Four asian males three sitting one standing dressed in tight pants in front of block wall next to fire extinguisher and one male sits on knee of one of them <end>,3949
<start> Outdoor swimming pool where three men gather at diving board when one throws bottle to another who the pushes third man backwards off board into pool. <end>,3950
"<start> Two men are on a diving board, one standing beside it opens a beer can and hands it to man from board to drink as he is being kicked off the board by the third man <end>",3950
"<start> A young man is jumping from a jumping board to the swimming pool, outdoors. <end>",3950
<start> A man kicking another man off of a diving board into a pool. <end>,3950
<start> Three white mails in bathing suits outside in the pool area during the afternoon two on the diving board with one pushing with his foot another off while individual on ground smashes beer on his head and passes to individual falling into pool <end>,3950
"<start> Young man wearing hate is seated at terminal when long-wigged man enters, asks question, to which seated man yells ""get out"". <end>",3951
<start> Man with black wig comes in and man wearing ball cap looking at laptop yells at him <end>,3951
"<start> Two teenagers are having a conversation, one wears a baseball hat and sits in front of a computer, the other has a long hair wig, and a hair band., in a room. <end>",3951
<start> One man yelling at another man and the yelling got louder. <end>,3951
<start> Two white mails one wearing gray sweatshirt on a computer and hat the other wearing a wig talking and yelling at each other inside a room with a computer screen in the background. <end>,3951
"<start> Gray and white goat behind low fence nibbles at, then eats, treat held by human hand. <end>",3952
"<start> Goat in pen with others licks corn chip in a person's fingers, and then swallows the chip <end>",3952
"<start> A look alike came, animal is teased with an orange veggie chip, in zoo like place. <end>",3952
<start> Goat being fed a chip and the goat eating it. <end>,3952
<start> A black and gray horned goat with black beard behind a outside fence being teased and fed by someone in the afternoon <end>,3952
"<start> White man in suit shakes hand of black man wearing yellow shirt with FIFA tag, at Indoor stadium setting with Brazil painted on back wall. <end>",3953
"<start> At FIFA world cup in Rio, players in stands get hands shaken by man in suit <end>",3953
"<start> A black guy shakes hands with men in front of him, one with a black shirt and two with yellow shirts. <end>",3953
<start> Guys congratulating each other on a win. <end>,3953
<start> Soccer players standing in some stands being congratulated by someone while other players behind them watch with writing on a wall FIFA World Cup Brasil <end>,3953
"<start> Three men sit, fourth stands at conference table indoor with words Leed & Manchester Utd at bottom of screen. <end>",3954
"<start> Three men in suits around wood table, fourth man with microphone, with subtitle of Leeds and Manchester Utd <end>",3954
"<start> A man is interviewing three men sitting at a table, all wear a jacket and a tie, in a room.. <end>",3954
<start> Donald trump doing something. <end>,3954
<start> Four men three in suits one holding microphone talking in tv station studio about a soccer game for tv commercial with Leeds V Manchester Utd at bottom of video <end>,3954
"<start> Seated toddler, drinking from cup, tilts it too far and spills liquid over his face. <end>",3955
<start> Child drinks grape juice from glass and spills it on his face <end>,3955
"<start> A toddler is drinking from a glass and pours half of the red juice, on his face, in a room. <end>",3955
<start> Child drinking out of a glass and spilling it all over herself. <end>,3955
"<start> Young male child with blonde hair sitting at a table trying to drink out of a glass, spilling it all over him. <end>",3955
<start> One young Asian girl feeds a large muffin to another who nibbles at it then rejects it and covers her mouth. <end>,3956
<start> One Asian girl feeds a doughnut to another while other girls in similar outfits are in background <end>,3956
"<start> An oriental young woman with a band on her head, and long black hair is feeding a cookie, to other oriental girl with long hair and a bow. <end>",3956
<start> Girl being fed cookie by another friend. <end>,3956
<start> Two you asian females with one feeding the other a sweet bun and other asian females in the background. <end>,3956
<start> Tiger cub lays on blanket while human hand rubs its belly. <end>,3957
"<start> Lion cub lies on blankets, is cuddled on his stomach and dozes on his back <end>",3957
"<start> A cub of the cats family, is tickled in his belly by a person, while lying. <end>",3957
<start> Lion cub being tickled and falling asleep. <end>,3957
<start> A very young lion sleeping on a blanket in bed inside and receiving a belly rub his crate in the background <end>,3957
"<start> Young diapered male child lifts a weight, throws it, then goes into a fist up bent down stance <end>",3958
"<start> In playroom infant lifts toy barbells, throws them down and yells <end>",3958
"<start> A very young toddler is lifting weights, throwing them away and screaming, in a room. <end>",3958
<start> Baby picking up dumbbells and showing what to do with them. <end>,3958
<start> A baby boy in diaper in a play room inside mimicking a weight lifters actions during and after weight lifting attempt with toys and a children's basketball net on the back wall. <end>,3958
"<start> Black blindfolds cover eyes of Asian woman who says something to Asian man also blindfolded, who nods. <end>",3959
"<start> On colorful set, an Asian girl and boy wear eye masks <end>",3959
"<start> A girl with a mask on her eyes, is talking to a boy with a mask on his eyes. <end>",3959
<start> Blindfolded girl talking to a blindfolded guy. <end>,3959
<start> Asian female and male wearing a suit are blindfolded in a room with multicolored back wall. <end>,3959
<start> Race car with number 7 on front is driven on course by green helmeted driver. <end>,3960
<start> Race car with driver wearing green helmet runs along empty race track <end>,3960
"<start> A person is driving a speed car while only the green helmet is seen, on the road. <end>",3960
<start> race car being driven down a track. <end>,3960
<start> Drag racer with a greed helmet speeding on outdoor track in the number 7 car during the afternoon <end>,3960
"<start> Indoors, seated kitten licks paws then bats them. <end>",3961
<start> Small kitten washes paws and bats them <end>,3961
"<start> A kitten brown with black stripes, is leaking his paws, near somebody legs. <end>",3961
<start> Kitten licking his paws and getting comfy. <end>,3961
<start> Mixed color kitten sitting on a couch next to someone inside licking its paws <end>,3961
"<start> Two black female uniformed track runners run down road while white child runs, then falls, on adjacent sidewalk. <end>",3962
"<start> Video of two women racing on street, with a child on sidewalk running alongside, who then trips <end>",3962
"<start> Two black woman are running, like olympics runners,. <end>",3962
<start> Girls running in a race and boy running along side on sidewalk trips and falls. <end>,3962
<start> Two black distance runners running on a road outside during the daytime with a little boy in the falling while trying to keep up with someone in red coat and a vehicle in the background <end>,3962
<start> Asian woman talks to dog he is walking on leash. <end>,3963
<start> Asian girl holding white umbrella looks at dog on leash wearing yellow outfit <end>,3963
"<start> An oriental woman is talking to a brown dog, wearing a light yellow coat, walking on the road. <end>",3963
<start> Girl walking her dog. <end>,3963
<start> Young asian female with an umbrella walking her brown and white dog on a path outside during the day. <end>,3963
<start> Human hand scratches neck of dozing puppy causing it to shake both rear legs. <end>,3964
"<start> Person touches puppy lying on its back, who then shakes his legs <end>",3964
"<start> A black head puppy and brown body, is tickled by a person fingers. <end>",3964
<start> Baby animal being tickled. <end>,3964
<start> Two young dark colored puppies on sleeping blanket inside with someone tickling one making their leg react <end>,3964
<start> Fat white man wearing white shirt pours contents of snack package into blender while laughing. <end>,3966
"<start> In a kitchen, a large man puts Doritos and soda into a blender, hits the button and laughs <end>",3966
"<start> A heavy young man, wearing light color shirt and glasses, is pouring some powder to an orange color content blender, and mixes it, in the kitchen <end>",3966
<start> Man making shake in a blender. <end>,3966
<start> Heavy white male in the kitchen putting chips and soda in a mixer with chips covering the table with kitchen cabinets visible in the background <end>,3966
<start> Blond white woman sits in empty auditorium and shifts around with mouth open as she hears loud audience sounds <end>,3967
"<start> On darkened stage, a seated woman wearing pink wig looks around <end>",3967
"<start> A young woman with blond hair, is introduced to the audience in a performance. <end>",3967
<start> Woman realizing she is alone in a dark room <end>,3967
<start> White female with blonde hair wearing a red dress sitting at a table on stage during closing of play with curtains coming down in back ground and audience cheering <end>,3967
"<start> Black man sitting on floor of darkened bedroom drops remote control and slumps head as if asleep as light turns on and male voice says ""Boy you still up?"" <end>",3968
<start> A man propped against wall in a bedroom acts asleep when a voice calls to him <end>,3968
"<start> A young man, wearing a white t-shirt and Khaki shorts, is sitting on the floor, in a corner of a room. <end>",3968
<start> Young man crashed in his room with headphones on the floor. <end>,3968
<start> Black male sitting in bed room with tv on headphones in his lap pretending to sleep <end>,3968
<start> Girl wearing hat recoils from lizard shown to her by another girl. <end>,3969
<start> Asian girl shows gold iguana to two other girls who turn away from it <end>,3969
"<start> A girl is holding some kind of a yellow lizard, and bringing close to another girl face, in a room. <end>",3969
<start> Girl not wanting to take what is being given to her. <end>,3969
<start> Three asian females sitting two with chopsticks one with hat on another holding showing reptile to others <end>,3969
"<start> To sound of shouted countdown, girl successfully yanks table covering from under tall tower of blocks. <end>",3970
"<start> In a gym, girl pulls cloth from below stacked buckets and the stack remains intact <end>",3970
"<start> A teenager is removing a black cloth from a table that holds a tower of colorful buckets, in the gym. <end>",3970
<start> Person able to remove a towel under a group of objects without them spilling. <end>,3970
<start> White female located in an indoor basketball court pulling black cloth from under stacked items on a small table in front of children sitting on the floor <end>,3970
<start> Two young boys sing together. <end>,3971
<start> Two young boys wearing tee shirts with people designs sing and clap <end>,3971
"<start> Tow boys wearing animated t shirts are singing in harmony, in a room. <end>",3971
<start> two children singing or talking. <end>,3971
<start> Two young males standing in a shower clapping and singing with someone not visible in the video. <end>,3971
<start> Man with mike announcing snow sledding is knocked down by one. <end>,3972
<start> Two people are sliding down snow hill on floats and one hits a standing man and upends him <end>,3972
"<start> Two people are sledding, and one of them kicks the narrator, on a ski slope, in the day. <end>",3972
<start> Two sledders crashing into someone. <end>,3972
<start> White male standing in the snow on clear afternoon dressed in winter clothes announcing down hill race by two individuals when one knocks the announcer off his feet and word WASTED across screen <end>,3972
<start> Man acrobatically does backward flip from large moving ball in gym setting. <end>,3973
"<start> In a gym, man slides across big ball and flips over to land upright on floor <end>",3973
"<start> A male gymnast is jumping form the floor on a ball, in the gym. <end>",3973
<start> Person raiding a huge ball and jumping on and off. <end>,3973
<start> Young male in shorts inside an exercise gymnasium performing back flip on a moving ball <end>,3973
"<start> Woman sitting on stool in front of screen with ""epic"" on it sings into microphone. <end>",3974
"<start> In front of epic-design wallpaper, girl sings into microphone while seated next to another girl <end>",3974
"<start> A young woman with long black hair and black outfit and long black hair, sits and sings near another young woman with long black hair. <end>",3974
"<start> Girls sitting down and singing on stage holding microphone and the lady beside her sitting, holding a mic and touches her knees. <end>",3974
<start> Four young females sitting on stools inside holding microphones one singing with back wall displayed with word epic <end>,3974
<start> Man in line at convenience store counter goes into dance and splits routine. <end>,3975
"<start> In mini-market, man wearing shorts dances and does splits while two people look on <end>",3975
"<start> A young man, dressed red and baseball cap, is performing a break dance in a store. <end>",3975
<start> Man dancing in a pharmacy. <end>,3975
<start> Black male dressed in red shorts and top with a container in his hand dancing in a convenience store with a store clerk and customer watching <end>,3975
<start> Gorilla knocks on and shakes metal door. <end>,3976
<start> Gorilla bangs on metal door and then climbs up to pull on metal bars in the door <end>,3976
"<start> An ape, a gorilla, is knocking on a door and then jumps on it , in the zoo. <end>",3976
<start> Monkey trying to swing open a door. <end>,3976
<start> Gorilla in an inside cage banging on a door then climbing to the top <end>,3976
<start> Long haired young man says hello to camera then turns and walks away. <end>,3977
"<start> In backstage area, long-haired man waves to people around him <end>",3977
"<start> A young man with long hair is greeting the camera person, and walking in a hallway. <end>",3977
<start> Young man saying hi to people who are videoing him. <end>,3977
<start> Young white Englishman with long brown hair dressed in dark clothing inside walking through doorway saying hi to person with camera and other individuals with bags over their shoulders in the area <end>,3977
"<start> Boys sit on cobbled street wearing jackets, as one sucks on lollipop. <end>",3978
"<start> Several people sit outside a building, one dances and one has a lollipop <end>",3978
"<start> A young teenager is jumping in front of two sitting oriental teenagers, in a hallway. <end>",3978
<start> Boys tripping over each other. <end>,3978
<start> Several asian individuals some sitting some standing and one jumping around while another is taking video of him <end>,3978
"<start> Orange suited hockey player sticks a red suited player, knocking him down. <end>",3979
"<start> At hockey rink, two players are flipped down to the ice by sticks <end>",3979
"<start> Ice Hockey players, are playing in a game, in the arena. <end>",3979
<start> Ice hockey players tripping over each other. <end>,3979
<start> Professional hockey action between two teams during game at indoor arena where player gets tripped by hockey stick of opposing player an falls to the ice <end>,3979
<start> Girl recoils from hugs of another girl who is wearing a black band necklace. <end>,3980
"<start> Two Asian girls in black dresses laugh, wave and hold each other <end>",3980
"<start> Two oriental teenager girls ,with long dark hair and black outfits, are moving and talking. <end>",3980
<start> Two girls hugging each other <end>,3980
<start> Two asian females dressed in dark clothes inside room with white walls one grabbing the other <end>,3980
<start> Boy toddler reaches out to hand of girl toddler in near by bed and pulls her and bed next to his. <end>,3981
"<start> Two children are in separate cribs, then grab hands and one pulls the other crib over next to his own <end>",3981
"<start> Two toddlers in separate beds, lift their hands , hold them together and move the beds to be close together, in a room. <end>",3981
<start> Two babies i cribs ad one child pulling other to him. <end>,3981
<start> Two very young children in cribs in a bedroom where one child reaches out to the other and pulls their crib against his <end>,3981
<start> Line of seven boys move in sync with each other to loud music on stage. <end>,3982
<start> Seven young men on stage dance and wave arms <end>,3982
"<start> A group of young men, dressed with dark outfits, are singing and dancing in a performance. <end>",3982
<start> Group of male dancers on stage dancing and singing <end>,3982
<start> Several asian males dressed in black outfits on stage at inside venue dancing to music while audience cheers <end>,3982
<start> Two young boys in swimming shorts lie flat one after the other in a stream of running water in the gutter next to a highway <end>,3983
"<start> Two children slide along water-filled road curb, on their backs in head to toe arrangement <end>",3983
<start> Two boys are gliding on water that overflow in the street. <end>,3983
<start> Two boys going down a street in the water. <end>,3983
<start> Two young males in bathing suits laying in curbside rain during the daytime that is rushing them down the street with vehicle traffic moving by. <end>,3983
"<start> Group of puppies gather indoors on hardwood floor then head off in same direction, <end>",3984
<start> A roomful of puppies stand together then all walk toward the camera when one goes <end>,3984
"<start> A group of around ten puppies, brown and black, are running from one side to another side, in a room. <end>",3984
<start> two different groups of puppies playing in a room. <end>,3984
<start> Many puppies moving around an indoor room <end>,3984
<start> Using only the motion of his head and body man flings hat from head then moves so it falls back on his head. <end>,3985
<start> Man in red sweatshirt tucks his head down and tosses his ball cap which lands back in place on his head <end>,3985
"<start> A black teenager with black baseball cap and red shirt, is dancing in a room. <end>",3985
<start> Young man showing a wad of money and flipping his hat. <end>,3985
<start> Young black male dressed in red sweatshirt and black hat in a bathroom with red shower curtain where he flashes a fist full of money then flips hat on his head <end>,3985
<start> Girl finds and flings whipped cream in the faces of three young men who had knocked her down on sidewalk. <end>,3986
<start> Four young people walk along a street then one boy pushed a girl to the ground; she then shoves cream pies into three people's faces <end>,3986
"<start> A teenage girl wearing white t-shirt and jeans, is pushed to fall, and then runs and stick cream loaded plates to three teenager boys , in the street. <end>",3986
<start> Different people in different places throwing pies in peoples faces. <end>,3986
"<start> Three young males and one young female walking outside during daytime when one male shoves female to sidewalk, she retaliates with three bowls of whip cream smashing them in males faces <end>",3986
<start> Singing man flings 2 rubber face masks and a box of GoPro into his suitcase. <end>,3987
"<start> Young man packing a bag throws in two masks, one of an ape and one of a person <end>",3987
"<start> A teenager boy, wearing grey t-shirt ,sings and throws two ape masks and a box to a red container, in a room. <end>",3987
<start> Young man loading his suitcase. <end>,3987
"<start> Hispanic speaking young male inside a room packing a suitcase with clothes, rubber character masks and a GoPro box <end>",3987
"<start> At pool table in closed garage, man successfully shoots six balls into six pockets. <end>",3988
"<start> In a garage, a man hits six pool balls in succession which all go into the same pocket of the table <end>",3988
"<start> A young man wearing black cap, black t-shirt and white shorts plays pool , by himself, in a room. <end>",3988
<start> Young man getting pool balls into holes on pool table and then drinking a drink. <end>,3988
"<start> White male wearing a black shirt, white shorts, cap on backwards in a garage performing on top of pool table a difficult pool trick shot. <end>",3988
"<start> Boy on skateboard places bottle of water at beginning of cement bench, it slides to end at the same time he arrives, and picks it up. <end>",3989
"<start> Young man does skateboard tricks, riding on a bench, sliding his water along another bench, then doing a board flip <end>",3989
"<start> A young man, wearing a black baseball cap, white t-shirt and khaki pants is riding a skateboard, in the street. <end>",3989
<start> Young man on skateboard doing tricks while skating. <end>,3989
<start> White male on skateboard carrying drink container outside during daytime approaches two sitting benches then he skated across one bench slides drink container across the second bench grabbing on the other end. <end>,3989
"<start> Two midgets, male and female, dance in a kitchen setting. <end>",3990
"<start> Two small black children in a kitchen move their hips, stomachs and arms <end>",3990
"<start> Two small people, a woman wearing blue t-shirt, and a man, wearing a grey hat, are dancing in a room. <end>",3990
<start> TWO CHILDREN DOING DANCE MOVES. <end>,3990
"<start> Two small black people one with a hat on in a room with green walls, counter top and freezer dancing to music. <end>",3990
<start> Bearded black man in white tuxedo dances among others in fancy setting with crystal chandelier above. <end>,3991
"<start> In a ballroom, several people dance with a man in white suit in the foreground <end>",3991
"<start> A black man with a bird and a mustache, wearing white shirt and a blazer, is leading other dancers, in a room. <end>",3991
<start> MAN DANCING AT A FORMAL AFFAIR. <end>,3991
"<start> Black male with white jacket, dark hair and beard dancing with other black individuals inside a party venue with arched windows. <end>",3991
<start> Group of young men sit and write on separate pads when one raises his with the word Paris! <end>,3992
"<start> Five boys sit on a couch drawing on note pads, one says ""Paris"" <end>",3992
"<start> A boy teenager, wearing a white t-shirt and brown pullover, is sitting on a sofa with additional teenagers dressed like him, and explaining a problem on a presented white paper, in a room. <end>",3992
<start> Group of students looking at a paper with a names <end>,3992
<start> Five young white males sitting on a couch inside each holding pads while drawing something. <end>,3992
"<start> One of two men in black throws yellow balls in sequence to two men in blue uniforms, then proceed down grass field between yellow markers. <end>",3993
"<start> On the edge of a sunny soccer field, four players bounce balls to each other, then two of them dance away <end>",3993
"<start> Three guys dressed with black uniforms and two guys with blue ones, are practicing throwing ball in a field. <end>",3993
<start> Group of men throwing balls and then marching away <end>,3993
<start> Five males three dressed in black outfits two dressed in blue outfits on soccer field outside during the daytime passing a ball back and forth while one of them works on foot drills <end>,3993
<start> Several young children outdoors on sidewalk are at blue covered table with multiple items including sea shells. <end>,3994
<start> Five children stand around a card table that is ringed with shells and other items <end>,3994
"<start> Three girls and two boy are standing around a small black table, full of variety of shells, one of the boys is pointing at it, in the street. <end>",3994
<start> There are children outdoors showing and selling shells from a table. <end>,3994
<start> Five young children four girls one boy dressed in casual clothes outside in a driveway during the daytime with a table full of souvenirs and the boy telling someone the candy is free. <end>,3994
<start> Baby cries then starts to almost smile. <end>,3995
<start> Video shows a baby's face while someone sings along <end>,3995
"<start> A baby with no hair, is crying. <end>",3995
<start> There is a crying baby sitting in a car seat who sees something that make him stop and smile. <end>,3995
<start> A little baby wrapped up on a blanket inside starts crying when an unknown female starts singing. <end>,3995
"<start> Boy takes one sample from tray marked free samples, then seizes the whole tray and runs. <end>",3996
<start> A man stands next to a tray of free sample snacks when another man comes up and takes the entire tray. <end>,3996
"<start> a young man with a hat and red vest, is standing a cross a young man wearing a long sleeved black t-shirt over a tray of some goodies, and suddenly the black shirt man snaps the tray and runs, in a room. <end>",3996
<start> A young man is sitting with a tray of free samples of a cookie or candy and another young man approaches and then takes the tray and runs. <end>,3996
<start> Two young white mails one wearing a hat red vest the other black shirt in a room with dark walls and free snacks on a table where one male grabs the snacks and runs. <end>,3996
"<start> Woman sits on man's shoulders, they dress themselves in long robe, and walk down hall and scare another woman. <end>",3997
"<start> A girl climbs on a man's shoulders, then is draped in a cloth and they go down hall and startle a woman inside a room <end>",3997
"<start> A girl stand on her friend shoulder, covers herself with a cloth, and they both walk to a third girl, in a house. <end>",3997
<start> A young woman gets on the shoulders of a young man and then puts on a dress or robe which covers her and him to the floor. and then goes and knocks on the door of a room. <end>,3997
"<start> A young couple in a motel room with couch, table and chairs in background with the female climbing on male shoulders covering themselves with large blanket and walking through motel hallway <end>",3997
"<start> Young men play in hot water tub, splashing each other and avoiding splashes. <end>",3998
<start> Several people are in a tub of water with some splashing into it. <end>,3998
"<start> A girl is trying to protect her face from sprays of water, in a jacuzzi like tab. <end>",3998
<start> There are people outside splashing in a pool during the day. <end>,3998
<start> Young asians outside during winter time in a hot tub with others throwing snow on them. <end>,3998
<start> Toddler rides his trike down hill and runs into inflated plastic wall. <end>,3999
<start> Small child rides a four-wheeled vehicle on a hill and crashes into a Moon Bounce house. <end>,3999
"<start> A little boy wearing striped t-shirt is riding a child bike downhill , and hits a wall that has blue, red and yellow colors, in the park. <end>",3999
<start> A young child is riding a trike down a hill and bounces off the outside of a bouncing tent several times and falls off of the trike. <end>,3999
<start> Small male child outside during day time riding a small four wheeler down hill and crashing into a children's blow up obstacle. <end>,3999
"<start> Girl wearing coat watches man in truck stacking boxes, then turns and points to sky with both hands. <end>",4000
"<start> While a man stacks crates in a truck, a young woman nearby points her hands toward the sky <end>",4000
"<start> A young oriental girl, wearing a light brown coat, and a black scarf, is standing in front of a delivery car and gestures with her arms and hands, in the street. <end>",4000
<start> A man is taking a box from a truck to give to a young girl who is appearing to use her arms to be shooting an arrow into the sky. <end>,4000
"<start> Two asian individuals outside during the day in cool weather with the male loading a truck and the female standing outside dressed in tan long coat ,black scarf and pointing to the sky. <end>",4000
<start> Man trips woman walking by with tray of food and her male companion grabs his lapels. <end>,4001
"<start> A young man trips a girl carrying a tray, who falls and spills it, and another man grabs the first man <end>",4001
"<start> A young guy pulls a girl student leg, she falls, and another student shakes the first one shoulders, in a room. <end>",4001
"<start> A couple is walking and a young man trips the woman who falls to the ground and the man goes over to the tripper, grabs him and the young woman comes tell him to leave the situation. <end>",4001
<start> Three asian individuals two male one female with a food tray in a cafeteria and one male trips the female who falls to the floor . <end>,4001
"<start> At restaurant table, man eats food then covers mouth. <end>",4002
<start> Asian man eats something with a spoon and then covers his mouth <end>,4002
"<start> A girl wearing white shirt and a blue stripped blazer, is eating with a spoon, <end>",4002
"<start> A young woman is eating some type of soup, and realizes it is very hot to the taste. <end>",4002
<start> Asian female sitting inside a restaurant dressed in striped jacket and white top eating with a spoon with back wall decorated in local designs. <end>,4002
<start> Three young men dance and move in street in front of house and driveway. <end>,4003
"<start> On sunny suburban street, three young men dance about <end>",4003
"<start> Three teenager boys are dancing, one has a red pullover, one has black shirt and pans, and the third wears grey t shirt, outdoors. <end>",4003
"<start> During the day, three young men are outside at their driveway and are jumping around each other. <end>",4003
<start> Three black males wearing sweatshirts outside during the daytime in front of residential driveway during the dancing. <end>,4003
<start> Women wearing long gowns dance in circle with arms raised and hands shaking. <end>,4004
<start> Several ladies in medieval costumes dance in a circle with their hands in the air in a torch-lit hall <end>,4004
"<start> A woman dressed like a queen, wearing a green dress and a tiara, is dancing with other royal dressed women, in a circle in a big hall. <end>",4004
<start> A group of women are dancing in a castle during mid evil times. <end>,4004
<start> Many women inside dressed in cultural attire dancing in a large high ceiling venue with arched windows <end>,4004
"<start> Woman takes a shot of some liquid then a drink of OJ, as a man holding wine bottles and a woman, watch. <end>",4005
<start> Seated woman drinks a shot and then some orange juice while others stand around <end>,4005
"<start> A young woman with long dark blonde hair, drinks a shot of a drink and then a type of juice , in a restaurant. <end>",4005
<start> A young girl is taking drink of something and is washing it down with orange juice while her parents watch. <end>,4005
<start> Young white woman sitting in bar drinking a shot of whiskey and chasing it with orange juice while others watched. <end>,4005
"<start> At night, two people boy and girl point at same time skyward and two people come around the corner towards them, each wearing a one piece costume. <end>",4006
"<start> In a park at night, two men pull their shirts down over their lower bodies and jump out while a nearby couple points at them <end>",4006
"<start> A boy and a girl are pointing, and then additional two boys one dressed with a white costume, are jumping and falling, in the street. <end>",4006
<start> A young couple point to a sign and two people jump out from behind it dressed one in white and one in black outfits. <end>,4006
"<start> Four asians outside at night in park area two dressed in dark clothing, two others jumping out with one wearing a white cloth and one wearing a black cloth and both screaming <end>",4006
"<start> Young man in bedroom arose from chair, closes door, then looks at bed and puts hand to mouth. <end>",4007
"<start> A man and two children in a room, when he closes a door, the children poke and at each other <end>",4007
"<start> A young black man wearing a grey t-shirt is jumping and screaming near a scarfed woman, a little boy and a girl, all looking at blanket covered person, in a bed, , in a room. <end>",4007
<start> There is someone in a bed who appears to be ill and is being watched by children one of whom closes the door to the room. <end>,4007
<start> Four people in a room three young black children two males one female and the female smacks the one male in the face <end>,4007
<start> Guinea pig is fed blueberries as he sits on person's lap. <end>,4008
<start> A person feeds blueberries to a hamster who sits up on his hind legs <end>,4008
